sample_id,category,cluster_div,unknown_per,mag_div
WK007-1-L-48h-01H8_S50,fermented_beverages,4032,0.913194444,6
WK057-2-L-08h-04G3_S28,fermented_beverages,2910,0.741237113,3
WK016-1-L-48h-02C8_S86,fermented_beverages,3255,0.913671275,4
WK053-1-L-48h-04E4_S11,fermented_beverages,4268,0.889878163,6
WK007-2-L-08h-01H9_S51,fermented_beverages,3855,0.907392996,6
WK007-2-L-48h-01I1_S52,fermented_beverages,3239,0.838530411,4
WK016-2-L-48h-02D1_S88,fermented_beverages,4083,0.941219691,6
WK043-1-L-48h-03G5_S78,fermented_beverages,4195,0.851966627,6
WK057-2-L-48h-04G4_S29,fermented_beverages,4058,0.884672252,6
WK043-2-L-48h-03G7_S80,fermented_beverages,4337,0.930136039,7
WK006-1-L-48h-01H4_S46,fermented_beverages,4402,0.97864607,7
WK007-2-G-48h-01D1_S7,fermented_beverages,3825,0.909019608,6
WK052-2-L-48h-04E2_S9,fermented_beverages,1893,0.991019546,3
WK059-2-L-08h-04H2_S36,fermented_beverages,5379,0.79773192,7
WK057-1-L-08h-04G1_S26,fermented_beverages,1984,0.896673387,2
WK007-1-L-08h-01H7_S49,fermented_beverages,3741,0.921144079,6
WK016-2-L-08h-02C9_S87,fermented_beverages,3015,0.928358209,5
WK052-2-L-08h-04E1_S8,fermented_beverages,1414,0.874115983,1
WK016-1-L-08h-02C7_S85,fermented_beverages,3073,0.902700944,4
WK059-1-L-08h-04G9_S34,fermented_beverages,4691,0.733319122,6
WK006-2-L-48h-01H6_S48,fermented_beverages,4422,0.965174129,7
WK057-1-L-48h-04G2_S27,fermented_beverages,3628,0.886438809,5
WK059-2-G-48h-05H2_S117,fermented_beverages,4533,0.784248842,6
WK054-1-L-08h-04E7_S14,fermented_beverages,5077,0.786882017,7
WK069-2-L-48h-05D2_S81,fermented_beverages,3577,0.739446464,7
WK046-1-L-08h-03H7_S89,fermented_beverages,2395,0.558663883,3
WK001T-2-L-04h-05E3_S91,fermented_beverages,2819,0.576090812,3
WK015-2-G-48h-01D9_S15,fermented_beverages,3506,0.654592128,5
WK026-1-L-08h-02H8_S9,fermented_beverages,3665,0.692223738,5
WK030-2-L-08h-03A8_S27,fermented_beverages,4679,0.734558666,6
WK036-2-L-08h-03D5_S51,fermented_beverages,3584,0.706473214,5
WK039-2-L-08h-03E8_S63,fermented_beverages,1959,0.51352731,2
AF31,alcohol,3771,0.735879077,6
GO005_71775,dairy,5654,0.752210824,5
WK001-2-G-48h-01C4_S1,fermented_beverages,4455,0.753535354,6
WK001T-2-L-00h-05D4_S83,fermented_beverages,2841,0.580077438,3
WK005-1-L-08h-01G8_S41,fermented_beverages,2135,0.471194379,2
WK030-1-L-08h-03A6_S25,fermented_beverages,5121,0.761179457,7
WK036-1-L-48h-03D4_S50,fermented_beverages,3501,0.738360468,6
WK039-2-G-48h-04B6_S115,fermented_beverages,2708,0.645864106,3
WK045-1-L-08h-03H3_S85,fermented_beverages,4591,0.810934437,8
WK048-2-G-48h-04C6_S124,fermented_beverages,3480,0.673850575,5
WK005-2-G-48h-01C8_S5,fermented_beverages,2830,0.576678445,3
WK039-1-L-08h-03E6_S61,fermented_beverages,2254,0.648181012,3
WK039-2-L-48h-03E9_S64,fermented_beverages,3205,0.914820593,5
WK041-2-G-48h-04B8_S117,fermented_beverages,4050,0.723209877,7
WK066-1-L-48h-05B6_S67,fermented_beverages,2064,0.513081395,3
WK068-2-L-48h-05C7_S77,fermented_beverages,2258,0.472099203,2
Control2_C_shotgun,alcohol,1488,0.337365591,1
ERS1807707,fermented_beverages,3151,0.709933354,7
WK001T-1-L-04h-05E2_S90,fermented_beverages,4415,0.706228766,7
WK032-1-L-48h-03B6_S34,fermented_beverages,3364,0.691141498,5
WK066-1-L-08h-05B5_S66,fermented_beverages,1400,0.346428571,1
WK021-2-G-48h-01E6_S21,fermented_beverages,4469,0.727455807,6
WK033-1-L-48h-03C1_S38,fermented_beverages,4564,0.8985539,8
WK038-1-L-08h-03E2_S57,fermented_beverages,1522,0.344283837,1
WK066-2-G-48h-05I1_S125,fermented_beverages,2283,0.551905388,4
WK001T-1-L-16h-05F1_S98,fermented_beverages,4308,0.705431755,6
WK006-2-G-48h-01C9_S6,fermented_beverages,3550,0.658028169,4
WK032-2-L-48h-03B8_S36,fermented_beverages,3516,0.798065984,6
WK047-2-L-08h-03I4_S95,fermented_beverages,3075,0.64097561,4
WK060-2-L-08h-04H6_S40,fermented_beverages,4083,0.712711242,6
Y2D3_B_shotgun,alcohol,1910,0.339267016,3
WK005-2-L-08h-01H1_S43,fermented_beverages,2608,0.623466258,4
WK027-2-L-08h-02I5_S15,fermented_beverages,3563,0.674150996,5
WK058-1-L-48h-04G6_S31,fermented_beverages,4035,0.772986369,6
AF40,alcohol,1804,0.389689579,2
WK032-1-L-08h-03B5_S33,fermented_beverages,2674,0.593118923,3
WK035-1-L-08h-03C8_S45,fermented_beverages,3210,0.656697819,3
WK048-1-L-48h-03I7_S98,fermented_beverages,5090,1.010412574,10
WK063-1-L-08h-04I7_S50,fermented_beverages,2992,0.615641711,4
WK068-2-L-08h-05C6_S76,fermented_beverages,2162,0.457446809,2
AF55,alcohol,3060,0.533660131,8
WK001T-1-L-00h-05D3_S82,fermented_beverages,3616,0.659845133,5
WK004-2-L-08h-01G6_S39,fermented_beverages,3349,0.790683786,6
WK024-2-G-48h-01E9_S24,fermented_beverages,4403,0.748807631,7
WK060-1-L-48h-04H5_S39,fermented_beverages,3942,0.662354135,5
T2D1_A_shotgun,alcohol,2694,0.530066815,4
AF64,dairy,2223,0.634278003,6
WK044-2-G-48h-04C2_S120,fermented_beverages,2965,0.66306914,4
WK046-2-G-48h-04C4_S122,fermented_beverages,2998,0.634756504,3
Control2_A_shotgun,alcohol,1545,0.338511327,1
T2D3_A_shotgun,alcohol,2728,0.534090909,3
T2D3_B_shotgun,alcohol,2444,0.576513912,2
WK026-2-L-08h-02I1_S11,fermented_beverages,4008,0.785928144,6
WK031-1-L-08h-03B1_S29,fermented_beverages,3664,0.655021834,5
WK035-2-L-08h-03D1_S47,fermented_beverages,3167,0.666877171,4
WK045-1-L-48h-03H4_S86,fermented_beverages,4873,0.840755182,8
WK045-2-G-48h-04C3_S121,fermented_beverages,4660,0.777896996,7
Y2D1_A_shotgun,alcohol,2646,0.614134543,4
WK022-2-G-48h-01E7_S22,fermented_beverages,3278,0.686089079,4
WK031-1-L-48h-03B2_S30,fermented_beverages,3434,0.695690157,5
WK034-2-G-48h-04B1_S110,fermented_beverages,4868,0.745069844,6
WK063-1-L-48h-04I8_S51,fermented_beverages,3747,0.651988257,5
WK068-1-L-08h-05C4_S74,fermented_beverages,1820,0.407142857,2
SRS6087094,fermented_beverages,1981,0.782433115,7
WK044-2-L-08h-03H1_S83,fermented_beverages,2905,0.709466437,4
WK046-1-L-48h-03H8_S90,fermented_beverages,2523,0.574712644,3
WK058-2-G-48h-05H1_S116,fermented_beverages,2725,0.551559633,3
WK001T-2-L-02h-05D8_S87,fermented_beverages,2813,0.580519019,3
WK038-2-L-08h-03E4_S59,fermented_beverages,1536,0.34375,1
WK044-1-L-08h-03G8_S81,fermented_beverages,4060,0.778325123,6
WK046-2-L-08h-03H9_S91,fermented_beverages,2419,0.512608516,3
WK067-2-L-08h-05C2_S72,fermented_beverages,1392,0.545258621,2
Y1D1_B_shotgun,alcohol,1679,0.371054199,2
WK045-2-L-08h-03H5_S87,fermented_beverages,4903,0.824801142,8
WK050-2-G-48h-04D2_S129,fermented_beverages,4015,0.859028643,7
WK001T-1-G-00h-05I5_S129,fermented_beverages,3418,0.668227033,4
WK005-1-L-48h-01G9_S42,fermented_beverages,3361,0.665278191,4
WK054-2-L-08h-04E9_S16,fermented_beverages,5073,0.754977331,8
WK024-1-L-08h-02G6_S120,fermented_beverages,2488,0.60329582,4
WK044-1-L-48h-03G9_S82,fermented_beverages,4652,0.909071367,8
WK044-2-L-48h-03H2_S84,fermented_beverages,4542,0.926904447,8
WK051-2-G-48h-04D3_S1,fermented_beverages,4059,0.756590293,6
WK064-2-L-08h-05A4_S56,fermented_beverages,5535,0.946522132,10
Y3D3_A_shotgun,alcohol,1776,0.322072072,2
AF32,alcohol,1436,0.332172702,1
WK001T-1-L-02h-05D7_S86,fermented_beverages,3170,0.624921136,4
WK001T-1-L-08h-05E6_S94,fermented_beverages,3938,0.673184358,5
WK036-1-L-08h-03D3_S49,fermented_beverages,3250,0.659384615,4
WK047-1-L-08h-03I2_S93,fermented_beverages,3529,0.718900538,5
WK063-2-L-48h-05A1_S53,fermented_beverages,4758,0.776586801,7
AF67,alcohol,2507,0.508177104,5
WK035-2-G-48h-04B2_S111,fermented_beverages,1666,0.395558223,2
WK036-2-L-48h-03D6_S52,fermented_beverages,3256,0.675982801,4
WK058-2-L-08h-04G7_S32,fermented_beverages,4911,0.725921401,6
WK068-1-L-48h-05C5_S75,fermented_beverages,2231,0.471089198,2
WK001T-2-L-16h-05F2_S99,fermented_beverages,3820,0.673560209,5
WK026-1-L-48h-02H9_S10,fermented_beverages,4126,0.702859913,6
WK030-1-L-48h-03A7_S26,fermented_beverages,4791,0.712794824,6
WK041-1-L-08h-03F5_S69,fermented_beverages,3424,0.639602804,5
WK060-2-G-48h-05H3_S118,fermented_beverages,3170,0.655205047,4
DRS139335,alcohol,4404,0.78746594,12
AF39,alcohol,2930,0.509897611,6
WK031-2-G-48h-04A7_S107,fermented_beverages,3453,0.685201274,5
WK031-2-L-08h-03B3_S31,fermented_beverages,4022,0.70909995,6
Y3D1_B_shotgun,alcohol,1600,0.35625,2
SRS5653152,fermented_grains_legumes_and_seeds,1929,0.560393987,4
WK003-2-G-48h-01C6_S3,fermented_beverages,3247,0.672928857,5
WK030-2-G-48h-04A6_S106,fermented_beverages,4281,0.725765008,6
WK033-2-L-08h-03C2_S39,fermented_beverages,4946,0.821269713,8
WK062-2-G-48h-05H5_S120,fermented_beverages,4185,0.816487455,6
WK063-2-G-48h-05H6_S121,fermented_beverages,2753,0.583363603,3
Y1D1_A_shotgun,alcohol,1673,0.360430365,2
WK067-2-G-48h-05I2_S126,fermented_beverages,2071,0.572187349,3
DRS139334,alcohol,4081,0.808135261,9
WK015-2-L-08h-02C5_S83,fermented_beverages,3594,0.682526433,6
WK031-2-L-48h-03B4_S32,fermented_beverages,3513,0.678052946,5
WK047-2-G-48h-04C5_S123,fermented_beverages,3814,0.690351337,5
WK060-2-L-48h-04H7_S41,fermented_beverages,4556,0.75548727,7
WK066-2-L-48h-05B8_S69,fermented_beverages,1999,0.536268134,3
Y3D3_B_shotgun,alcohol,1933,0.323848939,3
B3D,alcohol,1261,0.348929421,1
Old_Warehouse_metagenome,alcohol,3397,0.661465999,5
GO003_71775,dairy,5070,0.668441815,6
WK024-2-L-08h-02G8_S122,fermented_beverages,3015,0.618905473,5
WK035-2-L-48h-03D2_S48,fermented_beverages,3225,0.668527132,4
WK038-2-G-48h-04B5_S114,fermented_beverages,2205,0.458503401,2
WK063-2-L-08h-04I9_S52,fermented_beverages,2995,0.630383973,4
WK001-1-L-08h-01F1_S25,fermented_beverages,3809,0.755841428,6
WK001T-1-L-48h-05F9_S106,fermented_beverages,3768,0.827494692,6
WK001T-2-L-08h-05E7_S95,fermented_beverages,3823,0.672246926,5
WK016-2-G-48h-01E1_S16,fermented_beverages,4678,0.827490381,8
WK022-1-L-08h-02F7_S112,fermented_beverages,3561,0.750070205,5
WK032-2-L-08h-03B7_S35,fermented_beverages,2558,0.602423769,3
WK041-2-L-08h-03F7_S71,fermented_beverages,3247,0.645826917,6
WK048-2-L-08h-03I8_S99,fermented_beverages,3636,0.70709571,6
WK027-2-G-48h-04A3_S103,fermented_beverages,3985,0.684065245,5
WK030-2-L-48h-03A9_S28,fermented_beverages,4637,0.725900367,6
WK050-1-L-08h-04C7_S125,fermented_beverages,5143,0.901808283,9
WK068-2-G-48h-05I3_S127,fermented_beverages,1901,0.437664387,2
WK005-2-L-48h-01H2_S44,fermented_beverages,2297,0.650413583,3
WK045-2-L-48h-03H6_S88,fermented_beverages,4016,0.825946215,7
WK058-1-L-08h-04G5_S30,fermented_beverages,3729,0.761866452,4
Y3D1_A_shotgun,alcohol,1925,0.333506494,3
AF29,fermented_grains_legumes_and_seeds,2378,0.624053827,9
GO004_71775,dairy,6864,0.771561772,16
WK001T-2-G-00h-05I6_S130,fermented_beverages,3464,0.668591224,4
WK027-1-L-08h-02I3_S13,fermented_beverages,4726,0.742699958,8
GO202_71775,dairy,4120,0.690048544,4
WK015-1-L-08h-02C3_S81,fermented_beverages,2872,0.616643454,5
WK032-2-G-48h-04A8_S108,fermented_beverages,3014,0.635700066,4
WK038-1-L-48h-03E3_S58,fermented_beverages,2715,0.667034991,4
WK038-2-L-48h-03E5_S60,fermented_beverages,2571,0.655775963,4
T2D1_B_shotgun,alcohol,2316,0.556994819,2
Y2D3_A_shotgun,alcohol,1604,0.367206983,2
AS006_71775,dairy,2291,0.846355303,7
Y2D1_B_shotgun,alcohol,2917,0.610215975,6
T1D1_B_shotgun,alcohol,1239,1.168684423,4
T1D1_A_shotgun,alcohol,1201,1.298917569,5
WK011-1-L-08h-02A5_S65,fermented_beverages,3599,0.935815504,6
Control1_C_shotgun,alcohol,2475,0.918383838,2
Control1_A_shotgun,alcohol,2508,0.920255183,2
AF26,fermented_grains_legumes_and_seeds,1949,0.908671113,9
ERS1807706,fermented_beverages,3135,0.645295056,5
ERS3967714,fermented_beverages,1655,0.482779456,3
GO011_71775,dairy,6387,0.743228433,7
WK069-1-L-08h-05C8_S78,fermented_beverages,2404,0.488768719,5
WK069-2-L-08h-05D1_S80,fermented_beverages,1872,0.454059829,2
WK069-1-L-48h-05C9_S79,fermented_beverages,3453,0.737329858,7
GO102_71775,dairy,5966,0.84797184,9
AF28,alcohol,1423,0.332396346,1
WK060-1-L-08h-04H4_S38,fermented_beverages,3172,0.630517024,5
WK055-1-L-08h-04F2_S18,fermented_beverages,3835,0.771056063,6
AF77,alcohol,1381,0.328023172,1
TGS05-28_0,dairy,2489,0.254319004,3
GO013_71775,dairy,8499,0.824802918,12
SAMC044639,fermented_grains_legumes_and_seeds,6833,0.776818381,17
DF_26,dairy,5222,0.884527001,6
O-29,dairy,6115,0.834832379,7
P2588,dairy,9184,0.964176829,16
O-30,dairy,7817,0.844697454,12
ERS3466788,dairy,2619,0.950362734,3
C08-18,fermented_meat,3138,0.953792224,4
P2217_73323,dairy,5650,0.83539823,7
TGS15-28,dairy,8772,0.914842681,9
O-25.1,dairy,11795,0.761933022,19
Q08-29,dairy,4564,1.044478528,8
C02-19,fermented_meat,4801,0.888148302,6
TGS09-24,dairy,2828,0.890735502,2
Q06-30,dairy,6033,0.841372452,8
C04-18,fermented_meat,4136,0.989845261,5
P2620,dairy,6926,0.828905573,10
TGS14-30,dairy,9419,0.92907952,13
Q04-29,dairy,6257,0.872942305,7
Q01-29,dairy,5132,1.061379579,10
Q08-30,dairy,5017,1.038867849,10
623_Maggies_Round,dairy,3546,0.833333333,3
Q07-29,dairy,5792,0.916263812,11
Q03-30,dairy,5668,0.919371912,7
CSB619,dairy,4634,0.883470004,3
TGS09-26,dairy,3451,0.834540713,3
581_Moses_Sleeper,dairy,3132,0.868773946,3
Q07-30,dairy,5554,1.036550234,11
Q02-27,dairy,9365,0.942338494,11
P2219_73323,dairy,5550,0.834414414,7
P2560,dairy,6627,0.908706805,8
P2598,dairy,8969,0.947039804,12
VB-09-M7,dairy,13801,0.991377436,30
F06-19,fermented_meat,6400,0.9396875,6
Q03-29,dairy,3724,0.926691729,4
F05-18,fermented_meat,4195,0.979976162,7
Q01-30,dairy,4499,1.031340298,9
Q04-30,dairy,8636,0.781843446,10
F05-19,fermented_meat,3494,0.903548941,7
DS_10,fermented_meat,2032,0.855314961,5
DS_98,fermented_meat,1975,0.790379747,4
DF_95,dairy,2235,0.824608501,6
DS_91,fermented_meat,3642,0.843218012,9
DF_5,dairy,5329,0.863951961,13
DS_69,fermented_meat,3910,0.939386189,9
DS_65,fermented_meat,1266,0.815955766,2
DS_84,fermented_meat,1610,0.816149068,3
SA009_71775,fermented_meat,4564,0.893952673,9
DS_110,fermented_meat,4122,0.950509461,8
DS_1,fermented_meat,5114,1.010559249,10
DS_19,fermented_meat,1231,0.829406986,2
DS_82,fermented_meat,3579,0.863649064,5
TGS01-30,dairy,3039,0.920368542,9
F02-18,fermented_meat,1344,0.826636905,5
Q03-27,dairy,2597,0.901039661,6
DS_56,fermented_meat,1523,0.979645437,5
DS_106,fermented_meat,1356,0.890855457,5
Q03-28,dairy,3310,0.86978852,7
DS_116,fermented_meat,1813,0.926640927,5
DF_121,dairy,5273,0.790441874,11
SRS3379159,fermented_fruits_and_vegetables,1439,0.46143155,3
PR107_71775,dairy,2242,0.744424621,5
ERS3466758,dairy,2046,0.73313783,4
SP109_71775,fermented_meat,3506,1.005704507,8
DS_83,fermented_meat,3771,0.854945638,7
DS_51,fermented_meat,2459,0.807238715,5
DS_50,fermented_meat,2632,0.814589666,6
SC109_71775,fermented_meat,4691,0.939032189,10
DS_66,fermented_meat,3510,0.97977208,11
DS_53,fermented_meat,1714,0.930571762,5
ERS3466751,dairy,4811,0.758262316,7
DS_68,fermented_meat,2716,0.855301915,8
SS007_71775,fermented_meat,2070,0.849758454,6
DS_72,fermented_meat,1137,0.744063325,3
ERS3466743,dairy,2926,0.518113465,5
FI010_71775,fermented_meat,4341,0.900714121,12
DS_64,fermented_meat,2070,0.772463768,5
DS_97,fermented_meat,4126,0.86839554,10
F06-18,fermented_meat,494,0.896761134,2
P2170_73322,dairy,892,0.662556054,2
DS_2,fermented_meat,3467,1.128929911,9
DS_63,fermented_meat,2181,0.844566713,5
DS_87,fermented_meat,2055,0.832603406,5
DS_112,fermented_meat,5365,0.728424977,13
DS_70,fermented_meat,1373,0.714493809,4
DF_28,dairy,4199,0.789473684,8
FI109_71775,fermented_meat,1978,1.217896866,6
Q04-28,dairy,2807,0.737798361,6
Q05-27,dairy,2845,0.801054482,6
injera_E1,fermented_grains_legumes_and_seeds,2406,0.983790524,6
V-23.1,dairy,4198,0.971176751,11
TGS08-29,dairy,16794,0.927414553,31
FI009_71775,fermented_meat,1566,0.651979566,4
ERS3466742,dairy,2296,0.617160279,4
R03-19,fermented_meat,2942,0.937797417,11
P2567,dairy,4384,0.809990876,7
V-24.1,dairy,3810,0.826771654,8
DS_78,fermented_meat,2591,0.887688151,5
P2245_73323,dairy,8733,0.851024848,11
P2248_73323,dairy,5536,0.866148844,8
P2628,dairy,6969,0.915482853,16
SRS2870592,dairy,1980,0.487878788,3
ERS3466739,dairy,1081,0.62719704,2
DF_47,dairy,1518,0.645586298,3
P2167_73322,dairy,2353,0.762855929,4
P2250_73323,dairy,9979,0.914420283,14
TA003_71775,dairy,6555,0.923417239,11
V-30,dairy,7365,0.906042091,13
DF_7,dairy,5147,0.908878959,11
AF63,fermented_tubers_and_roots,2234,0.75828111,6
DC18-F-BR,dairy,2711,0.740317226,8
PT008_71775,dairy,3528,0.749433107,8
V-26.1,dairy,7781,0.925587971,16
SRS2870594,dairy,771,0.680933852,2
DS_49,fermented_meat,620,0.982258065,2
P2630,dairy,6154,0.857166071,15
R03-18,fermented_meat,1462,0.878932969,4
FO013_71775,dairy,4016,0.858316733,8
DS_57,fermented_meat,1438,0.76216968,4
DC18-F-AR,dairy,2870,0.783972125,9
MV011_71775,dairy,4960,0.824596774,12
DF_8,dairy,5439,0.867438867,6
TGS01-29,dairy,2293,0.862189272,7
Q04-27,dairy,3547,0.787425994,8
SRS1779545,fermented_meat,2457,0.787952788,5
P2644,dairy,1054,0.746679317,3
SF011_73417,fermented_meat,1365,0.665934066,4
Q07-27,dairy,3663,0.960687961,8
SF013_71775,fermented_meat,6269,1.049449673,12
SRS2870579,dairy,1434,0.458158996,2
SRS2870593,dairy,1724,0.466357309,3
V-27,dairy,2944,0.797554348,7
DS_108,fermented_meat,1608,0.763059701,4
DS_71,fermented_meat,1366,0.813323572,4
V-25.1,dairy,7666,0.89629533,13
SRS2870597,dairy,1654,0.441958888,2
ERS3466748,dairy,2054,0.622687439,3
P2599,dairy,12327,1.00859901,25
V-28,dairy,4250,0.934352941,10
SRS2870596,dairy,433,0.741339492,1
SRS2870595,dairy,488,0.743852459,1
F03-19,fermented_meat,1365,0.868131868,6
DF_67,dairy,3948,0.759625127,10
SR008_71775,fermented_meat,3926,0.994905756,13
TGS12-29,dairy,5443,0.965827669,12
F07-19,fermented_meat,2216,0.826263538,2
DS_3,fermented_meat,816,0.720588235,3
F02-19,fermented_meat,1380,0.802898551,4
F04-18,fermented_meat,398,0.650753769,1
C05-18,fermented_meat,1988,1.059356137,7
F07-18,fermented_meat,3723,0.730325007,5
DS_20,fermented_meat,1930,0.639896373,3
DS_105,fermented_meat,3497,0.972261939,7
DS_12,fermented_meat,4047,0.854212997,8
DS_21,fermented_meat,1175,0.666382979,4
DS_27,fermented_meat,2896,0.863950276,5
ERS3967707,fermented_grains_legumes_and_seeds,2173,0.511274735,4
ERS3967742,fermented_fruits_and_vegetables,887,0.678692221,3
DS_93,fermented_meat,1047,0.790830946,3
SRS1779555,fermented_meat,470,0.674468085,1
DS_120,fermented_meat,1539,0.758934373,4
F03-18,fermented_meat,1696,0.727004717,5
ST007_71775,fermented_meat,2263,0.690234202,5
SRS2870567,dairy,1521,0.466798159,3
DS_55,fermented_meat,2100,0.731428571,5
P2611,dairy,2641,0.925785687,9
P2624,dairy,5407,0.864434992,14
P2627,dairy,4978,0.880273202,12
SRS1779551,fermented_meat,273,0.688644689,1
DS_103,fermented_meat,3642,0.597199341,8
SRS1779548,fermented_meat,277,0.685920578,1
TO013_71775,dairy,5146,0.903614458,12
ERS3466740,dairy,1554,0.617760618,3
Q03-26,dairy,1781,0.763615946,4
Q04-25,dairy,4085,0.716768666,7
M-26.1,dairy,2238,0.704200179,5
O-26.1,dairy,5397,0.790994997,10
M-25.1,dairy,860,0.719767442,2
I-25,dairy,1781,0.663110612,3
Q01-27,dairy,2281,0.619903551,4
I-25.1,dairy,1297,0.759444873,2
M-30,dairy,2136,0.636235955,3
O-26,dairy,1795,0.673537604,4
M-26,dairy,691,0.742402315,1
Q04-26,dairy,3529,0.704448852,5
Q08-26,dairy,4174,0.745328222,8
Q01-25,dairy,2219,0.753041911,5
V-26,dairy,3430,0.774344023,7
Q01-23X,dairy,2467,0.738954195,5
Q08-25,dairy,3684,0.845276873,8
M-29,dairy,2610,0.734099617,7
O-25,dairy,1590,0.667295597,3
P2183_73322,dairy,610,0.767213115,1
I-26.1,dairy,1224,0.742647059,3
SRS3379170,fermented_fruits_and_vegetables,670,0.962686567,3
SRS5653391,fermented_grains_legumes_and_seeds,1253,0.820430966,3
ERS3967692,fermented_grains_legumes_and_seeds,2400,0.919583333,7
ERS3967712,fermented_fruits_and_vegetables,778,0.708226221,4
SRS974112,dairy,5421,0.908503966,18
SRS5652990,fermented_grains_legumes_and_seeds,592,0.822635135,3
SRS5653137,fermented_grains_legumes_and_seeds,1661,0.826610476,4
Q07-28,dairy,3395,0.955228277,7
DF_101,dairy,5049,0.934244405,13
DF_79,dairy,6678,0.874213836,14
P2631,dairy,5664,0.911723164,13
AS001_71775,dairy,3940,0.861675127,9
S-28.0,dairy,1176,0.767857143,3
Q11,dairy,1374,0.770742358,3
DF_117,dairy,2756,0.74383164,5
P2550,dairy,4812,0.892560266,7
WK026-2-G-48h-04A2_S102,fermented_beverages,2794,0.916607015,5
WK054-2-G-48h-05G6_S112,fermented_beverages,2927,0.913221729,5
S8,dairy,1716,0.735431235,3
P2618,dairy,8538,0.868470368,16
VB15-27,dairy,1244,0.84244373,3
PU007_71775,dairy,11781,0.941770648,26
G9,dairy,1633,0.914268218,4
k5,dairy,1637,0.890042761,3
PR102_71775,dairy,6802,0.87650691,12
PR207_71775,dairy,4977,1.076953988,12
WK025-1-L-48h-02H5_S6,fermented_beverages,4451,0.938665468,9
WK029-2-G-48h-04A5_S105,fermented_beverages,2185,0.910297483,4
D8,dairy,2548,0.689952904,4
N10,dairy,1719,0.777777778,4
P2577,dairy,3216,0.777052239,5
PR004_71775,dairy,3072,0.882161458,7
M-27,dairy,3340,0.927844311,9
O-27,dairy,3031,0.931045859,8
WK055-2-G-48h-05G7_S113,fermented_beverages,3469,1.127990775,7
D7,dairy,1594,0.880175659,4
O7,dairy,1497,0.841683367,4
S6,dairy,1698,0.736160188,3
SRS6087091,fermented_beverages,1807,0.802988379,6
P2625,dairy,5260,0.844296578,13
VB16-28,dairy,2728,0.879398827,6
CM008_71775,dairy,2757,0.9390642,8
PR005_71775,dairy,1754,0.950969213,6
WK015-1-L-48h-02C4_S82,fermented_beverages,3081,0.907822136,6
DF_109,dairy,1044,0.840038314,2
DF_16,dairy,4212,0.583808167,8
P2545,dairy,4182,0.918460067,10
P2621,dairy,4860,0.828600823,12
VB04-27,dairy,2350,0.944680851,6
CF008_71775,dairy,3235,0.845749614,8
R1,dairy,1364,0.818914956,3
SRS5652995,fermented_grains_legumes_and_seeds,1469,0.871341048,5
P2597,dairy,4939,0.902611865,11
VB03-28,dairy,2374,0.833192923,5
PB007_73417,dairy,6501,0.670358406,15
PM001_71775,dairy,2865,0.910645724,9
I-28,dairy,2001,1.048975512,5
S-27.0,dairy,1041,0.76753122,3
P2559,dairy,3398,0.856091819,8
