sample_id,category,cluster_div,unknown_per,mag_div
DF_52,dairy,2199,0.934060937,4
VB11-25,dairy,1329,0.699021821,3
B-28.0,dairy,190,0.631578947,1
AF04,fermented_tubers_and_roots,1082,0.720887246,5
AF18,fermented_grains_legumes_and_seeds,964,0.784232365,4
VB07-26,dairy,667,0.668665667,2
VB11-28,dairy,609,0.712643678,2
VB15-25,dairy,2097,0.714353839,5
I-23,dairy,1131,0.603006189,2
VB11-24,dairy,551,0.733212341,2
VB10-24,dairy,801,0.756554307,2
P-27.0,dairy,668,0.732035928,2
VB07-23,dairy,218,0.642201835,1
I-24.1,dairy,744,0.737903226,2
VB15-23,dairy,581,0.721170396,2
I-23.1,dairy,548,0.629562044,2
ERS2955443,dairy,522,0.588122605,2
WK018T-1-L-02h-05D9_S88,fermented_beverages,927,0.77562028,2
WK021-1-L-48h-02F1_S106,fermented_beverages,1872,0.83707265,3
WK043-2-L-08h-03G6_S79,fermented_beverages,1762,0.93984109,4
WK051-1-L-08h-04D4_S2,fermented_beverages,2382,0.982367758,5
WK001-2-L-48h-01F4_S28,fermented_beverages,3423,1.05638329,7
WK021-2-L-48h-02F3_S108,fermented_beverages,2259,0.942895086,4
WK033-2-L-48h-03C3_S40,fermented_beverages,4736,0.991765203,9
WK055-2-L-48h-04F5_S21,fermented_beverages,2010,0.93681592,4
WK017-2-L-08h-02D4_S91,fermented_beverages,2918,0.909184373,6
WK020-2-G-48h-01E5_S20,fermented_beverages,2913,0.860968074,6
WK034-2-L-08h-03C6_S43,fermented_beverages,3033,0.933069568,6
WK041-1-L-48h-03F6_S70,fermented_beverages,2400,0.858333333,5
WK048-1-L-08h-03I6_S97,fermented_beverages,4195,0.804290822,7
WK004-1-L-08h-01G4_S37,fermented_beverages,2323,0.935858803,4
WK010-1-L-48h-02A2_S62,fermented_beverages,3144,0.881997455,6
WK018T-1-L-16h-05F3_S100,fermented_beverages,2224,0.891636691,4
WK001T-2-L-48h-05G1_S107,fermented_beverages,3150,1.022539683,6
WK020-2-L-48h-02E8_S104,fermented_beverages,2923,0.852548751,6
WK018T-2-L-02h-05E1_S89,fermented_beverages,1064,0.768796992,2
WK047-2-L-48h-03I5_S96,fermented_beverages,2980,0.922483221,5
WK018-2-L-08h-02D8_S95,fermented_beverages,2856,0.845238095,5
SRS5653199,fermented_grains_legumes_and_seeds,1279,0.807662236,3
WK010-2-G-48h-01D4_S10,fermented_beverages,3015,0.967495854,6
WK011-2-L-08h-02A7_S67,fermented_beverages,2639,0.89010989,5
WK043-1-L-08h-03G4_S77,fermented_beverages,1856,0.807650862,3
WK050-1-L-48h-04C8_S126,fermented_beverages,3802,1.161493951,8
WK013-1-L-48h-02B5_S74,fermented_beverages,2160,0.824537037,4
WK053-2-L-08h-04E5_S12,fermented_beverages,1938,0.879256966,4
WK037-2-L-08h-03D9_S55,fermented_beverages,2270,0.939207048,4
WK043-2-G-48h-04C1_S119,fermented_beverages,2428,1.084843493,6
VB10-26,dairy,622,0.789389068,1
WK018-2-L-48h-02D9_S96,fermented_beverages,3452,0.865295481,6
WK018T-1-L-48h-05G2_S108,fermented_beverages,1145,0.768558952,2
WK017-2-L-48h-02D5_S92,fermented_beverages,3723,0.941176471,8
WK018-1-L-08h-02D6_S93,fermented_beverages,3662,0.93883124,7
WK029-2-L-48h-03A5_S24,fermented_beverages,1904,0.890231092,4
WK051-2-L-48h-04D7_S5,fermented_beverages,3763,0.977145894,7
WK009-1-L-08h-01I6_S57,fermented_beverages,2999,0.956318773,6
WK054-1-L-48h-04E8_S15,fermented_beverages,4439,0.937148006,9
ERS1807708,fermented_beverages,1985,0.874559194,4
WK010-2-L-48h-02A4_S64,fermented_beverages,4083,0.87435709,7
WK064-1-L-08h-05A2_S54,fermented_beverages,3190,0.934169279,7
T-30,dairy,963,0.700934579,2
WK014-2-G-48h-01D8_S14,fermented_beverages,2275,0.830769231,4
DF_42,dairy,2543,0.731026347,7
P2639,dairy,2563,0.90714007,3
WK004-2-G-48h-01C7_S4,fermented_beverages,2371,1,5
WK013-2-L-48h-02B7_S76,fermented_beverages,2319,0.875377318,4
WK017-1-L-48h-02D3_S90,fermented_beverages,3080,0.901948052,6
WK021-1-L-08h-02E9_S105,fermented_beverages,2352,0.901360544,4
WK064-2-G-48h-05H7_S122,fermented_beverages,2523,0.93737614,5
WK012-2-G-48h-01D6_S12,fermented_beverages,1795,0.771587744,4
WK018T-2-L-48h-05G3_S109,fermented_beverages,1092,0.76007326,2
WK041-2-L-48h-03F8_S72,fermented_beverages,2011,0.840377921,4
WK053-2-L-48h-04E6_S13,fermented_beverages,3089,0.894464228,5
SRS5653132,fermented_grains_legumes_and_seeds,2129,0.877876938,4
SP009_71775,fermented_meat,5842,0.849024307,9
WK034-2-L-48h-03C7_S44,fermented_beverages,3002,0.836442372,5
WK037-2-L-48h-03E1_S56,fermented_beverages,1739,0.871765382,3
WK006-1-L-08h-01H3_S45,fermented_beverages,1667,0.898620276,3
WK010-2-L-08h-02A3_S63,fermented_beverages,2726,0.878943507,5
WK012-2-L-48h-02B3_S72,fermented_beverages,2576,0.854037267,5
WK018T-2-L-08h-05E9_S97,fermented_beverages,1134,0.76984127,2
WK018T-2-L-16h-05F4_S101,fermented_beverages,2318,0.897756687,4
P2640,dairy,3192,0.946428571,5
WK047-1-L-48h-03I3_S94,fermented_beverages,2945,0.921222411,5
WK010-1-L-08h-02A1_S61,fermented_beverages,2820,0.877659574,6
WK011-2-L-48h-02A8_S68,fermented_beverages,3524,1.114642452,7
WK014-2-L-08h-02C1_S79,fermented_beverages,2337,0.864356012,4
WK051-1-L-48h-04D5_S3,fermented_beverages,2489,0.93129771,5
WK053-1-L-08h-04E3_S10,fermented_beverages,2198,0.878980892,4
WK011-1-L-48h-02A6_S66,fermented_beverages,3094,1.057530705,6
ERS1807709,fermented_beverages,2897,0.713841905,6
WK001-2-L-08h-01F3_S27,fermented_beverages,2483,1.089005236,5
WK018-2-G-48h-01E3_S18,fermented_beverages,3707,0.915025627,7
WK018T-1-L-08h-05E8_S96,fermented_beverages,1162,0.7616179,2
WK037-2-G-48h-04B4_S113,fermented_beverages,2905,0.951462995,5
WK048-2-L-48h-03I9_S100,fermented_beverages,2684,1.141579732,7
WK014-1-L-48h-02B9_S78,fermented_beverages,2958,0.878296146,5
WK020-2-L-08h-02E7_S103,fermented_beverages,2568,0.855919003,5
SRS2706107,fermented_fruits_and_vegetables,754,0.797082228,2
AF82,fermented_tubers_and_roots,1451,0.914541695,6
WK013-2-L-08h-02B6_S75,fermented_beverages,1609,0.771908017,3
WK024-1-L-48h-02G7_S121,fermented_beverages,2735,0.925776965,6
WK051-2-L-08h-04D6_S4,fermented_beverages,2887,0.991686872,6
WK056-1-L-08h-04F6_S22,fermented_beverages,2497,1.083700441,5
WK006-2-L-08h-01H5_S47,fermented_beverages,1709,0.878876536,3
WK012-1-L-48h-02B1_S70,fermented_beverages,2450,0.856734694,5
WK029-2-L-08h-03A4_S23,fermented_beverages,1201,0.855120733,2
WK020-1-L-08h-02E5_S101,fermented_beverages,2299,0.812092214,5
WK003-1-L-08h-01F9_S33,fermented_beverages,1940,0.975773196,4
WK011-2-G-48h-01D5_S11,fermented_beverages,1885,0.946419098,3
WK034-1-L-48h-03C5_S42,fermented_beverages,3190,0.927899687,5
WK050-2-L-08h-04C9_S127,fermented_beverages,3251,1.041833282,7
WK046-2-L-48h-03I1_S92,fermented_beverages,1861,0.970445997,4
WK062-1-L-08h-04I3_S46,fermented_beverages,2287,0.883690424,4
WK003-2-L-48h-01G3_S36,fermented_beverages,3238,0.97282273,6
WK019-2-L-48h-02E4_S100,fermented_beverages,3641,0.951386982,8
WK037-1-L-08h-03D7_S53,fermented_beverages,1011,0.856577646,2
WK050-2-L-48h-04D1_S128,fermented_beverages,2644,1.029122542,6
WK034-1-L-08h-03C4_S41,fermented_beverages,2821,0.980503368,6
ERS1739840,dairy,2402,0.684429642,5
P2580,dairy,3662,0.916712179,4
SRS5653318,fermented_grains_legumes_and_seeds,1186,0.715008432,2
SRS3379169,fermented_fruits_and_vegetables,851,0.98119859,3
P2190_73322,dairy,936,0.627136752,2
SRS5653168,fermented_grains_legumes_and_seeds,1509,0.795891319,4
SRS5653013,fermented_grains_legumes_and_seeds,1216,0.898848684,3
P2188_73322,dairy,420,0.745238095,1
SRS5652913,fermented_grains_legumes_and_seeds,539,0.80890538,2
SRS5652970,fermented_grains_legumes_and_seeds,822,0.843065693,2
SRS5653126,fermented_grains_legumes_and_seeds,1820,0.795604396,3
ERS3967696,fermented_beverages,1721,0.794886694,4
SRS5653049,fermented_grains_legumes_and_seeds,757,0.836195509,2
SRS5653156,fermented_grains_legumes_and_seeds,1210,0.736363636,3
SRS5652972,fermented_grains_legumes_and_seeds,472,0.75,1
SRS5652926,fermented_grains_legumes_and_seeds,1359,0.835172921,3
SRS5653388,fermented_grains_legumes_and_seeds,571,0.690017513,2
SRS5653333,fermented_grains_legumes_and_seeds,1153,0.87424111,2
SRS5653346,fermented_grains_legumes_and_seeds,1152,0.708333333,2
SRS5653396,fermented_grains_legumes_and_seeds,1553,0.853831294,4
SRS5653393,fermented_grains_legumes_and_seeds,850,0.721176471,2
SRS5653217,fermented_grains_legumes_and_seeds,1897,0.851871376,4
SRS5653283,fermented_grains_legumes_and_seeds,717,0.541143654,3
DS_107,fermented_meat,3121,0.796539571,6
ERS3967737,fermented_fruits_and_vegetables,687,0.84279476,3
SRS5653094,fermented_grains_legumes_and_seeds,1587,0.776937618,3
950_Rush_Creek,dairy,2530,1.067193676,4
VB-16-M15,dairy,9325,0.95002681,22
VB-14-M17,dairy,8082,1.1145756,20
C06-18,fermented_meat,1367,0.896122897,4
626_Red_Hawk,dairy,2224,0.746402878,4
ERS3466789,dairy,2019,0.866270431,4
322_Camembert,dairy,1245,0.869879518,2
I-26,dairy,1101,0.632152589,1
SRS2920553,fermented_beverages,1718,0.698486612,3
SRS2920554,fermented_beverages,1720,0.696511628,3
I-24,dairy,836,0.58492823,1
L3,dairy,901,0.615982242,1
U2,dairy,981,0.582059123,1
P2184_73322,dairy,1109,0.619477006,1
SRS2920552,fermented_beverages,1706,0.700468933,3
P2189_73322,dairy,539,0.576994434,1
SRS1050145,fermented_fruits_and_vegetables,863,0.679026651,5
F8,dairy,953,0.621196222,1
N2,dairy,1487,0.652320108,2
P2187_73322,dairy,923,0.594799567,1
F2,dairy,1447,0.641326883,2
P2182_73322,dairy,815,0.602453988,1
P2485,dairy,1722,0.746225319,3
P2543,dairy,1063,0.622765757,2
R04-19,fermented_meat,2045,0.753545232,3
J2,dairy,1307,0.859219587,3
WK062-2-L-08h-04I5_S48,fermented_beverages,1802,0.887902331,4
ERS2068302,fermented_beverages,447,0.758389262,5
ERS1354638,dairy,391,0.764705882,1
AF38,fermented_grains_legumes_and_seeds,1055,0.921327014,3
VB02-26,dairy,672,0.735119048,2
WK026-2-L-48h-02I2_S12,fermented_beverages,3183,0.899151744,6
ERS1354636,dairy,400,0.7675,1
B8,dairy,1161,0.874246339,2
P2528,dairy,672,0.958333333,2
J10,dairy,494,0.767206478,1
RC17-04-AC,dairy,231,0.770562771,1
P2535,dairy,656,0.981707317,2
A8,dairy,506,0.776679842,1
A7,dairy,641,0.72074883,2
RC17-02,dairy,953,0.750262329,3
VB09-24,dairy,439,0.756264237,1
P2532,dairy,656,0.975609756,2
P2158_73322,dairy,978,0.983640082,3
P2518,dairy,754,0.706896552,2
P2530,dairy,501,0.790419162,1
F6,dairy,486,0.783950617,1
P3,dairy,1036,0.691119691,3
P2527,dairy,305,0.77704918,1
VB09-25,dairy,430,0.748837209,1
VB09-26,dairy,456,0.747807018,1
SF009_71775,fermented_meat,1036,0.755791506,3
VB02-25,dairy,684,0.736842105,2
P2529,dairy,486,0.783950617,1
WK054-2-L-48h-04F1_S17,fermented_beverages,3316,0.976176116,6
WK021-2-L-08h-02F2_S107,fermented_beverages,1018,0.784872299,3
P2484,dairy,769,0.769830949,2
WK019-1-L-08h-02E1_S97,fermented_beverages,2084,0.857485605,4
WK019-2-G-48h-01E4_S19,fermented_beverages,2517,0.925307906,5
TGS01-28,dairy,1084,0.815498155,3
WK009-2-L-08h-01I8_S59,fermented_beverages,2297,0.933826731,5
SRS5652931,fermented_grains_legumes_and_seeds,865,0.840462428,2
P2523,dairy,311,0.768488746,1
WK019-1-L-48h-02E2_S98,fermented_beverages,2605,0.900575816,6
ERS3466761,dairy,811,0.742293465,2
WK058-2-L-48h-04G8_S33,fermented_beverages,2850,0.951578947,5
WK002-2-G-48h-01C5_S1,fermented_beverages,1755,0.821652422,3
ERS1354648,dairy,774,0.895348837,2
WK017-1-L-08h-02D2_S89,fermented_beverages,2103,0.8340466,4
F9,dairy,334,0.781437126,1
WK023-1-L-08h-02G2_S116,fermented_beverages,1188,0.914141414,2
ERS3466730,dairy,504,0.857142857,1
P2534,dairy,685,0.986861314,2
WK002-2-G-48h-01C5_S133,fermented_beverages,1593,0.819836786,3
WK002-2-G-48h-01C5_S2,fermented_beverages,1691,0.815493791,3
WK023-1-L-48h-02G3_S117,fermented_beverages,1179,0.911789652,2
P2477,dairy,489,0.852760736,1
P2525,dairy,777,0.674388674,2
WK023-2-L-08h-02G4_S118,fermented_beverages,1215,0.911111111,2
ERS1354642,dairy,229,0.755458515,1
ERS3967710,fermented_fruits_and_vegetables,493,0.827586207,2
WK019-2-L-08h-02E3_S99,fermented_beverages,2435,0.884188912,5
WK033-1-L-08h-03B9_S37,fermented_beverages,5024,0.828423567,8
WK003-2-L-08h-01G2_S35,fermented_beverages,1693,1.002953337,3
WK002-2-L-48h-01F8_S32,fermented_beverages,2411,0.854002489,4
ERS3967730,fermented_fruits_and_vegetables,458,0.864628821,1
ERS2068301,fermented_beverages,695,0.739568345,6
AF03,fermented_tubers_and_roots,597,0.844221106,3
WK012-1-L-08h-02A9_S69,fermented_beverages,1967,0.880528724,4
WK029-1-L-08h-03A2_S21,fermented_beverages,875,0.846857143,2
WK062-2-L-48h-04I6_S49,fermented_beverages,2195,0.896583144,5
WK055-1-L-48h-04F3_S19,fermented_beverages,1564,0.976342711,3
WK012-2-L-08h-02B2_S71,fermented_beverages,1943,0.875450335,4
WK014-1-L-08h-02B8_S77,fermented_beverages,1859,0.874125874,4
WK028-2-L-08h-02I9_S19,fermented_beverages,2040,1.023529412,4
WK061-1-L-48h-04H9_S43,fermented_beverages,657,0.937595129,1
WK028-1-L-08h-02I7_S17,fermented_beverages,2038,1.022080471,4
WK061-2-L-48h-04I2_S45,fermented_beverages,1125,0.938666667,2
WK061-2-G-48h-05H4_S119,fermented_beverages,783,0.928480204,2
WK065-2-G-48h-05H9_S124,fermented_beverages,662,0.941087613,1
WK065-2-L-08h-05B3_S64,fermented_beverages,1301,0.948501153,2
WK023-2-G-48h-01E8_S23,fermented_beverages,996,0.920682731,2
WK028-2-L-48h-03A1_S20,fermented_beverages,2793,0.941281776,5
WK061-1-L-08h-04H8_S42,fermented_beverages,574,0.921602787,2
WK065-1-L-08h-05B1_S62,fermented_beverages,1310,0.951145038,2
WK028-1-L-48h-02I8_S18,fermented_beverages,2803,0.939707456,5
WK028-2-G-48h-04A4_S104,fermented_beverages,3245,0.946995378,6
AF05,fermented_grains_legumes_and_seeds,456,0.728070175,1
AF60,fermented_grains_legumes_and_seeds,476,0.731092437,1
AF78,fermented_grains_legumes_and_seeds,1253,0.717478053,4
SG007_71775,fermented_meat,381,0.832020997,1
AF50,fermented_grains_legumes_and_seeds,419,0.742243437,1
SF007_71775,fermented_meat,548,0.890510949,2
DRS139333,alcohol,1346,0.890787519,3
AF61,fermented_grains_legumes_and_seeds,235,0.723404255,1
SC012_71775,fermented_meat,4245,0.850883392,7
AF44,fermented_tubers_and_roots,1267,0.794001579,5
CSB737,dairy,2233,1.025974026,4
WK013-1-L-08h-02B4_S73,fermented_beverages,1768,0.791289593,3
VB11-23,dairy,509,0.781925344,1
P2561,dairy,1521,0.808678501,4
ERS3967693,fermented_tubers_and_roots,871,0.714121699,2
B3W,alcohol,1137,0.36235708,1
WK067-1-L-08h-05B9_S70,fermented_beverages,1633,0.510716473,2
WK069-2-G-48h-05I4_S128,fermented_beverages,1423,0.511595221,3
DF_59,dairy,3645,0.709739369,6
WK066-2-L-08h-05B7_S68,fermented_beverages,1331,0.343350864,1
C03-18,fermented_meat,730,0.921917808,2
F01-18,fermented_meat,781,0.871959027,2
R02-19,fermented_meat,630,0.977777778,1
C03-19,fermented_meat,1797,0.86032276,4
R04-18,fermented_meat,1048,0.839694656,2
R01-18,fermented_meat,1014,0.934911243,2
R01-19,fermented_meat,712,0.907303371,3
R02-18,fermented_meat,568,0.980633803,1
C06-19,fermented_meat,740,0.917567568,2
F01-19,fermented_meat,366,0.784153005,2
VB-03-BD,dairy,5046,0.930241776,9
DS_89,fermented_meat,1491,0.756539235,2
SRS4562503,fermented_grains_legumes_and_seeds,1722,0.745063879,6
C07-19,fermented_meat,2957,0.686506595,6
ERS2032128,dairy,717,0.959553696,1
ERS3466749,dairy,477,0.551362683,3
DF_18,dairy,2979,0.806982209,6
337_Mileens,dairy,2247,0.837561193,4
ERS3466790,dairy,1375,0.739636364,3
316_Langre,dairy,1816,0.723017621,3
WK042-2-G-48h-04B9_S118,fermented_beverages,588,0.649659864,1
WK042-1-L-08h-03F9_S73,fermented_beverages,1018,0.778978389,2
AF21,alcohol,826,0.629539952,3
AF91,alcohol,1183,0.685545224,4
WK042-2-L-48h-03G3_S76,fermented_beverages,1248,0.804487179,2
WK042-2-L-08h-03G2_S75,fermented_beverages,572,0.648601399,1
WK042-1-L-48h-03G1_S74,fermented_beverages,1278,0.805164319,2
AF19,alcohol,847,0.622195986,3
AF23,alcohol,950,0.635789474,4
WK018T-1-L-00h-05D5_S84,fermented_beverages,415,0.742168675,1
WK018T-2-L-00h-05D6_S85,fermented_beverages,578,0.737024221,1
WK008-1-L-48h-01I3_S54,fermented_beverages,341,0.7771261,2
WK008-2-L-08h-01I4_S55,fermented_beverages,391,0.744245524,2
injera_E2,fermented_grains_legumes_and_seeds,986,1.127789047,3
WK067-2-L-48h-05C3_S73,fermented_beverages,1226,0.920880914,2
WK040-2-L-08h-03F3_S67,fermented_beverages,2267,0.974415527,3
B3M,alcohol,779,1.128369705,2
WK040-1-L-48h-03F2_S66,fermented_beverages,2140,0.942523364,3
G10,dairy,945,0.830687831,2
WK040-2-L-48h-03F4_S68,fermented_beverages,2387,0.989526602,3
G12,dairy,667,0.934032984,1
B9M,alcohol,1062,1.077212806,3
WK052-1-L-08h-04D8_S6,fermented_beverages,645,0.941085271,1
WK052-1-L-48h-04D9_S7,fermented_beverages,685,0.940145985,1
SRS5653399,fermented_grains_legumes_and_seeds,691,0.936324168,3
ERS3466727,dairy,959,0.980187696,3
ERS3967726,dairy,674,0.62611276,1
VB12-F-BR,dairy,10894,1.009179365,21
873_Challerhocker,dairy,2229,0.970838941,4
P2641,dairy,993,0.993957704,1
DF_25,dairy,3544,0.934819413,2
DF_74,dairy,1954,0.981064483,1
B13M,alcohol,1374,0.941048035,3
WK061-2-L-08h-04I1_S44,fermented_beverages,127,0.881889764,1
E2,dairy,998,0.641282565,2
DS_13,fermented_meat,3055,0.890671031,4
WK049-1-L-48h-05A7_S59,fermented_beverages,763,0.871559633,2
CSB739,dairy,1496,0.792112299,2
CSB307,dairy,1518,0.795783926,2
WK040-2-G-48h-04B7_S116,fermented_beverages,2429,0.939069576,2
ERS3967713,fermented_fruits_and_vegetables,317,0.798107256,1
P2553,dairy,171,0.865497076,1
AF81,fermented_tubers_and_roots,2294,0.857890148,6
C04-19,fermented_meat,305,0.944262295,1
SRS4562502,fermented_grains_legumes_and_seeds,2152,0.70027881,7
AF15,fermented_tubers_and_roots,972,0.703703704,6
SRS4562501,fermented_grains_legumes_and_seeds,781,1.354673496,3
AF56,fermented_grains_legumes_and_seeds,1140,0.371052632,5
AF47,fermented_grains_legumes_and_seeds,1419,0.504580691,5
NM20-2,dairy,951,0.984227129,1
NM21-3,dairy,821,0.984165652,1
ERS3967732,fermented_fruits_and_vegetables,739,0.967523681,1
NM18-1,dairy,1230,0.909756098,2
NM21-2,dairy,1014,0.882642998,2
NM21-1,dairy,785,0.989808917,1
NM20-1,dairy,1065,0.914553991,2
AF83,fermented_grains_legumes_and_seeds,1317,0.325740319,4
AF52,fermented_grains_legumes_and_seeds,1196,0.468227425,4
SRS1779539,fermented_meat,768,0.608072917,1
SRS1779552,fermented_meat,707,0.611032532,1
DF_58,dairy,2174,0.845906164,6
ERS3466744,dairy,561,0.643493761,1
AF09,fermented_tubers_and_roots,1432,0.356145251,4
SRS5653248,fermented_grains_legumes_and_seeds,839,0.94874851,3
AF41,fermented_grains_legumes_and_seeds,706,1.080736544,5
SRS5653250,fermented_grains_legumes_and_seeds,325,0.972307692,1
ERS3967703,fermented_tubers_and_roots,538,0.611524164,3
SRS5653276,fermented_grains_legumes_and_seeds,335,0.973134328,1
SRS5653219,fermented_grains_legumes_and_seeds,353,0.974504249,1
SRS5653198,fermented_grains_legumes_and_seeds,706,0.796033994,2
N-28.0,dairy,318,0.751572327,1
SRS5653047,fermented_grains_legumes_and_seeds,353,0.974504249,1
VB14-28,dairy,353,0.750708215,1
VB15-24,dairy,387,0.754521964,1
ERS3967720,dairy,754,0.571618037,3
SRS5652933,fermented_grains_legumes_and_seeds,396,0.904040404,1
ERS3466756,dairy,581,0.700516351,2
B24M,alcohol,625,0.92,2
AF24,fermented_grains_legumes_and_seeds,1618,0.410383189,4
SRS6525483,dairy,459,0.566448802,1
TGS10-23,dairy,289,0.539792388,1
VB03-26,dairy,290,0.568965517,1
Q04-23,dairy,602,0.566445183,2
P2563,dairy,404,0.556930693,1
SRS6525481,dairy,374,0.553475936,1
ERS3967743,dairy,786,0.617048346,2
VB07-24,dairy,295,0.549152542,1
ERS3967694,fermented_fruits_and_vegetables,232,0.426724138,2
NM20-3,dairy,991,0.948536831,2
AF80,fermented_grains_legumes_and_seeds,988,0.269230769,2
AF10,fermented_grains_legumes_and_seeds,1077,0.333333333,4
AF48,fermented_grains_legumes_and_seeds,1057,0.352885525,3
AF58,fermented_grains_legumes_and_seeds,1179,0.432569975,5
U-21,dairy,236,0.745762712,1
AF33,fermented_grains_legumes_and_seeds,423,0.754137116,1
WK049-2-L-08h-05A8_S60,fermented_beverages,436,0.71559633,1
WK049-1-L-08h-05A6_S58,fermented_beverages,434,0.705069124,1
ERS3967706,fermented_grains_legumes_and_seeds,382,0.565445026,2
AF43,fermented_grains_legumes_and_seeds,791,0.93426043,7
ERS3967745,fermented_fruits_and_vegetables,263,0.669201521,2
ERS3967695,fermented_fruits_and_vegetables,553,0.627486438,3
SRS5803192,fermented_fish,55,1.236363636,6
SRS5803193,fermented_fish,39,1.256410256,7
C02-18,fermented_meat,195,0.943589744,1
DF_32,dairy,1603,0.935121647,4
DF_17,dairy,435,0.505747126,1
SRS1779549,fermented_meat,537,0.52886406,1
SRS1779542,fermented_meat,484,0.512396694,1
DS_81,fermented_meat,550,0.752727273,2
CSB726,dairy,686,0.597667638,1
ERS3466747,dairy,1533,1.228310502,3
ERS3466791,dairy,603,0.618573798,1
705_Forme_dAmbert,dairy,1126,1.204262877,3
ERS3466737,dairy,1357,0.762711864,5
Q05-25,dairy,801,0.801498127,2
AF37,fermented_grains_legumes_and_seeds,648,0.851851852,2
ERS3967731,fermented_fruits_and_vegetables,442,0.604072398,1
AF86,fermented_grains_legumes_and_seeds,365,0.690410959,1
ERS1739834,dairy,524,0.666030534,1
ERS1739836,dairy,654,0.689602446,2
ERS1739832,dairy,462,0.677489177,1
L10,dairy,265,0.554716981,1
P2173_73322,dairy,478,0.610878661,1
SRS5803194,fermented_fish,75,0.973333333,8
AF20,fermented_grains_legumes_and_seeds,163,0.760736196,1
ERS4361128,dairy,402,0.676616915,1
S-21,dairy,308,0.681818182,1
AF12,fermented_grains_legumes_and_seeds,780,0.720512821,2
NM17-3,dairy,370,0.556756757,1
SRS5653128,fermented_grains_legumes_and_seeds,842,0.660332542,2
SRS5653081,fermented_grains_legumes_and_seeds,583,0.682675815,2
TGS05-29_0,dairy,91,0.32967033,1
SRS5653255,fermented_grains_legumes_and_seeds,183,0.907103825,1
ERS2068298,fermented_beverages,264,0.799242424,3
DF_43,dairy,444,0.675675676,1
C6,dairy,415,0.693975904,1
D-27.0,dairy,174,0.626436782,1
B5,dairy,399,0.679197995,1
ERS1354644,dairy,345,0.704347826,1
L2,dairy,450,0.691111111,1
D3,dairy,379,0.691292876,1
VB02-24,dairy,418,0.684210526,1
N11,dairy,252,0.670634921,1
C7,dairy,248,0.661290323,1
ERS3967734,fermented_tubers_and_roots,58,0.413793103,3
ERS1354645,dairy,323,0.687306502,1
H2,dairy,348,0.640804598,1
ERS2068300,fermented_beverages,81,0.641975309,2
SRS5803191,fermented_fish,23,0.826086957,2
